timestamp,temperature,humidity,light,pH,electrical_conductivity
2025-03-01 00:10:50,22.87,42.93,443.45,7.9,1.828
2025-03-01 00:10:55,23.85,43.88,320.01,6.55,1.294
2025-03-01 00:11:00,20.67,45.71,394.84,7.19,1.191
2025-03-01 00:11:05,21.47,43.61,240.11,7.59,1.013
2025-03-01 00:11:10,20.74,46.32,138.89,6.55,0.715
2025-03-01 00:11:15,22.47,55.24,567.88,6.36,1.576
2025-03-01 00:11:20,21.02,59.62,796.02,7.18,0.678
2025-03-01 00:11:25,21.83,41.68,729.16,7.52,1.893
2025-03-01 00:11:30,20.99,45.2,184.07,6.81,1.731
2025-03-01 00:11:35,23.8,47.52,559.94,6.55,1.902
2025-03-01 00:11:40,24.32,50.72,889.88,7.16,1.481
2025-03-01 00:11:45,20.04,47.83,351.59,6.12,1.144
2025-03-01 00:11:50,23.13,55.2,324.39,7.58,0.531
2025-03-01 00:11:55,22.26,57.27,808.61,6.57,1.709
2025-03-01 00:12:00,21.62,54.51,962.81,6.24,1.808
2025-03-01 00:12:05,21.87,52.88,208.67,6.28,1.786
2025-03-01 00:12:10,21.66,43.47,303.77,7.82,1.199
2025-03-01 00:12:15,21.57,42.38,182.58,7.61,1.734
2025-03-01 00:12:20,21.87,48.34,125.99,6.38,1.405
2025-03-01 00:12:25,23.63,55.04,419.03,7.19,1.453
2025-03-01 00:12:30,21.68,50.43,683.79,6.84,0.959
2025-03-01 00:12:35,20.92,57.33,346.7,7.08,1.419
2025-03-01 00:12:40,21.13,54.06,227.88,7.9,1.771
2025-03-01 00:12:45,23.76,56.15,161.26,6.19,1.434
2025-03-01 00:12:50,20.78,40.2,614.01,7.7,1.006
2025-03-01 00:12:55,21.86,52.97,789.15,7.17,1.528
2025-03-01 00:13:00,21.24,54.48,919.29,7.81,1.75
2025-03-01 00:13:05,22.66,44.82,992.37,6.49,1.241
2025-03-01 00:13:10,20.5,54.24,773.93,6.94,0.504
2025-03-01 00:13:15,24.41,58.26,926.43,6.67,0.657
2025-03-01 00:13:20,22.54,45.41,340.19,6.36,0.721
2025-03-01 00:13:25,20.51,41.33,150.22,6.67,1.877
2025-03-01 00:13:30,24.0,40.96,288.12,7.05,1.917
2025-03-01 00:13:35,22.36,44.73,246.36,7.9,1.797
2025-03-01 00:13:40,24.62,52.24,674.14,7.17,1.343
2025-03-01 00:13:45,23.13,56.94,261.96,6.6,1.542
2025-03-01 00:13:50,23.38,58.23,688.49,7.98,1.302
2025-03-01 00:13:55,20.93,40.06,353.26,6.19,1.407
2025-03-01 00:14:00,20.9,40.13,662.55,7.3,0.819
2025-03-01 00:14:05,23.03,40.04,980.12,6.82,1.788
2025-03-01 00:14:10,23.14,58.34,121.83,6.27,0.661
2025-03-01 00:14:15,22.52,55.23,791.72,7.4,0.661
2025-03-01 00:14:20,20.5,49.51,787.21,7.04,1.372
2025-03-01 00:14:25,20.0,47.12,845.53,6.25,1.724
2025-03-01 00:14:30,22.22,40.72,868.52,6.7,1.283
2025-03-01 00:14:35,20.1,41.23,562.03,6.07,0.926
2025-03-01 00:14:40,24.36,58.17,653.01,6.47,0.752
2025-03-01 00:14:45,20.9,58.66,577.51,6.54,1.64
2025-03-01 00:14:50,21.35,47.62,813.65,6.67,0.656
2025-03-01 00:14:55,22.36,58.14,197.22,6.42,1.551
2025-03-01 00:15:00,21.64,56.79,189.2,6.08,1.651
2025-03-01 00:15:05,22.65,51.88,401.89,7.27,1.613
2025-03-01 00:15:10,20.2,46.78,550.95,6.91,0.576
2025-03-01 00:15:15,22.86,43.15,315.56,6.73,1.944
2025-03-01 00:15:20,22.64,41.22,244.27,7.69,1.643
2025-03-01 00:15:25,20.92,43.97,739.82,7.65,0.712
2025-03-01 00:15:30,20.12,57.87,582.05,6.94,1.016
2025-03-01 00:15:35,21.49,46.44,491.51,7.58,0.69
2025-03-01 00:15:40,24.67,58.59,583.0,7.35,0.861
2025-03-01 00:15:45,24.23,49.47,229.95,7.13,1.451
2025-03-01 00:15:50,22.89,57.98,209.78,6.6,1.776
2025-03-01 00:15:55,21.6,41.06,872.51,7.46,1.553
2025-03-01 00:16:00,22.31,50.74,358.84,7.12,1.234
2025-03-01 00:16:05,23.24,42.0,656.14,7.59,1.206
2025-03-01 00:16:10,20.32,47.07,765.94,6.66,1.827
2025-03-01 00:16:15,21.87,52.91,247.66,6.41,0.617
2025-03-01 00:16:20,24.15,42.96,296.85,6.02,1.388
2025-03-01 00:16:25,24.24,59.26,199.54,7.78,1.252
2025-03-01 00:16:30,22.46,58.1,354.79,6.14,1.551
2025-03-01 00:16:35,20.09,57.9,367.15,7.17,0.744
2025-03-01 00:16:40,23.55,49.76,143.1,6.78,0.938
2025-03-01 00:16:45,24.41,46.9,788.66,6.35,1.919
2025-03-01 00:16:50,22.69,53.4,658.2,6.58,1.047
2025-03-01 00:16:55,23.35,54.28,593.09,7.48,1.935
2025-03-01 00:17:00,22.4,55.13,842.31,6.71,0.66
2025-03-01 00:17:05,21.83,51.39,452.64,7.85,1.844
2025-03-01 00:17:10,20.49,43.38,156.58,7.45,0.892
2025-03-01 00:17:15,23.77,46.56,945.79,7.83,1.733
2025-03-01 00:17:20,22.73,45.96,165.59,6.06,1.494
2025-03-01 00:17:25,20.79,44.22,822.25,6.87,1.08
2025-03-01 00:17:30,20.78,52.76,994.09,6.35,1.033
2025-03-01 00:17:35,21.91,53.08,735.03,6.63,1.935
2025-03-01 00:17:40,23.22,45.69,919.54,6.15,0.817
2025-03-01 00:17:45,23.03,45.24,785.26,7.23,1.641
2025-03-01 00:17:50,22.53,50.1,806.99,6.76,1.382
2025-03-01 00:17:55,22.09,50.56,646.2,6.41,1.355
2025-03-01 00:18:00,20.72,40.96,126.37,6.37,1.847
2025-03-01 00:18:05,23.93,57.3,418.01,6.56,1.799
2025-03-01 00:18:10,24.72,43.01,903.33,7.78,1.537
2025-03-01 00:18:15,22.56,54.01,503.2,7.6,1.002
2025-03-01 00:18:20,24.0,55.59,497.25,7.45,1.559
2025-03-01 00:18:25,21.31,49.9,685.58,6.06,0.951
2025-03-01 00:18:30,22.66,43.36,692.5,6.05,1.418
2025-03-01 00:18:35,23.14,49.04,760.19,6.31,1.935
2025-03-01 00:18:40,23.21,45.7,241.73,7.24,1.234
2025-03-01 00:18:45,20.1,52.88,464.98,6.94,0.572
2025-03-01 00:18:50,24.19,41.22,575.21,7.06,0.733
2025-03-01 00:18:55,21.02,54.37,470.06,7.33,1.012
2025-03-01 00:19:00,24.04,43.46,977.48,7.05,1.81
2025-03-01 00:19:05,24.41,56.96,164.42,7.99,0.864
2025-03-01 00:19:10,22.44,52.62,382.78,7.1,1.209
2025-03-01 00:19:15,23.47,41.24,394.9,7.84,0.695
2025-03-01 00:19:20,22.91,48.89,390.44,6.55,1.856
2025-03-01 00:19:25,22.31,42.36,936.2,6.29,1.51
2025-03-01 00:19:30,23.41,59.89,240.12,7.05,1.623
2025-03-01 00:19:35,22.36,54.51,341.53,6.72,1.642
2025-03-01 00:19:40,22.8,48.05,698.56,7.59,0.517
2025-03-01 00:19:45,24.25,41.91,462.07,6.13,1.913
2025-03-01 00:19:50,21.55,44.16,340.28,6.31,1.984
2025-03-01 00:19:55,24.32,52.22,997.33,7.0,0.901
2025-03-01 00:20:00,23.25,41.76,567.78,7.36,1.685
2025-03-01 00:20:05,22.92,55.1,678.38,6.35,1.798
2025-03-01 00:20:10,24.23,55.41,573.47,7.96,1.732
2025-03-01 00:20:15,20.08,59.53,321.34,7.57,1.256
2025-03-01 00:20:20,20.46,58.69,915.78,7.58,1.715
2025-03-01 00:20:25,24.77,42.87,572.66,6.29,1.821
2025-03-01 00:20:30,20.16,48.55,176.68,7.72,1.902
2025-03-01 00:20:35,21.62,58.42,231.44,7.31,1.82
2025-03-01 00:20:40,21.03,49.62,150.35,7.31,1.946
2025-03-01 00:20:45,20.12,51.25,284.66,6.28,1.398
2025-03-01 00:20:50,21.62,55.0,174.7,7.17,0.66
2025-03-01 00:20:55,22.73,42.26,163.54,7.16,1.814
2025-03-01 00:21:00,22.19,59.63,388.81,7.6,0.836
2025-03-01 00:21:05,24.63,55.69,948.93,7.88,1.446
2025-03-01 00:21:10,23.39,50.41,923.51,7.72,1.401
2025-03-01 00:21:15,23.99,59.7,316.59,7.22,0.661
2025-03-01 00:21:20,20.37,56.28,736.88,6.6,1.25
2025-03-01 00:21:25,20.17,41.27,965.17,7.28,1.416
2025-03-01 00:21:30,23.17,51.33,447.39,6.55,1.859
2025-03-01 00:21:35,23.01,51.18,505.85,7.99,1.652
2025-03-01 00:21:40,24.81,59.91,327.99,7.69,1.222
2025-03-01 00:21:45,21.91,49.6,191.69,7.11,1.035
2025-03-01 00:21:50,22.83,48.17,850.29,6.64,0.711
2025-03-01 00:21:55,23.82,53.58,630.45,7.09,1.285
2025-03-01 00:22:00,22.28,50.77,295.66,6.77,1.313
2025-03-01 00:22:05,20.89,47.9,740.12,6.61,1.56
2025-03-01 00:22:10,20.98,49.92,463.63,6.12,0.62
2025-03-01 00:22:15,22.94,41.91,959.47,7.51,1.457
2025-03-01 00:22:20,22.78,49.88,175.31,7.29,0.766
2025-03-01 00:22:25,24.19,58.28,279.81,7.47,1.419
2025-03-01 00:22:30,23.51,52.34,558.29,6.07,0.633
2025-03-01 00:22:35,20.07,45.38,276.18,6.46,1.858
2025-03-01 00:22:40,22.97,40.15,654.09,6.46,0.617
2025-03-01 00:22:45,22.42,57.41,904.6,7.63,1.036
2025-03-01 00:22:50,20.35,41.18,821.85,7.03,1.265
2025-03-01 00:22:55,20.41,45.43,619.43,6.24,1.065
2025-03-01 00:23:00,23.26,43.89,640.63,6.14,1.269
2025-03-01 00:23:05,20.54,54.89,978.58,6.93,1.996
2025-03-01 00:23:10,20.6,57.01,124.08,7.54,0.992
2025-03-01 00:23:15,21.42,59.92,362.68,7.07,1.248
2025-03-01 00:23:20,23.24,50.88,506.1,7.64,0.704
2025-03-01 00:23:25,21.35,47.29,280.86,6.66,1.391
2025-03-01 00:23:30,20.27,45.97,559.43,7.9,0.652
2025-03-01 00:23:35,21.11,56.6,761.19,6.05,1.965
2025-03-01 00:23:40,20.71,43.35,768.89,6.71,1.148
2025-03-01 00:23:45,22.05,48.62,939.88,7.02,1.99
2025-03-01 00:23:50,21.03,53.83,447.27,6.93,1.0
2025-03-01 00:23:55,21.82,40.7,804.98,6.51,1.669
2025-03-01 00:24:00,20.11,46.74,109.3,6.12,0.649
2025-03-01 00:24:05,22.71,51.0,680.8,7.08,1.652
2025-03-01 00:24:10,23.9,59.19,832.85,6.05,1.8
2025-03-01 00:24:15,24.08,53.23,992.99,7.42,1.327
2025-03-01 00:24:20,22.95,47.42,875.29,6.54,1.776
2025-03-01 00:24:25,22.85,44.92,342.62,7.28,0.934
2025-03-01 00:24:30,21.73,55.81,561.77,7.85,1.112
2025-03-01 00:24:35,24.96,54.31,843.75,7.39,1.132
2025-03-01 00:24:40,23.2,48.82,735.31,6.61,1.496
2025-03-01 00:24:45,23.28,49.75,136.21,7.58,1.523
2025-03-01 00:24:50,21.79,40.33,221.32,6.76,1.317
2025-03-01 00:24:55,24.88,44.51,805.75,6.22,1.646
2025-03-01 00:25:00,23.87,43.88,100.64,6.54,0.66
2025-03-01 00:25:05,24.07,40.63,473.24,7.06,1.374
2025-03-01 00:25:10,23.25,48.4,839.26,7.31,1.414
2025-03-01 00:25:15,22.17,47.74,399.71,7.89,1.386
2025-03-01 00:25:20,23.57,45.93,103.97,6.71,1.732
2025-03-01 00:25:25,23.81,47.29,267.77,7.55,1.15
2025-03-01 00:25:30,22.64,56.18,644.94,6.23,1.855
2025-03-01 00:25:35,22.63,49.16,240.99,6.27,0.97
2025-03-01 00:25:40,22.78,56.88,405.89,6.24,0.51
2025-03-01 00:25:45,23.69,58.46,617.62,7.79,1.175
2025-03-01 00:25:50,20.46,46.18,138.86,6.71,1.024
2025-03-01 00:25:55,23.32,53.39,773.58,7.25,1.798
2025-03-01 00:26:00,20.24,49.19,405.94,6.06,1.783
2025-03-01 00:26:05,23.06,47.12,534.37,6.71,0.58
2025-03-01 00:26:10,22.93,59.35,319.06,7.69,1.932
2025-03-01 00:26:15,22.11,53.47,751.76,6.18,1.873
2025-03-01 00:26:20,22.85,51.99,201.64,6.49,1.574
2025-03-01 00:26:25,24.77,51.25,536.73,7.87,1.49
2025-03-01 00:26:30,22.57,47.71,782.44,6.17,1.189
2025-03-01 00:26:35,20.89,48.36,418.32,7.7,1.557
2025-03-01 00:26:40,20.11,59.29,970.27,6.66,0.864
2025-03-01 00:26:45,22.89,49.43,797.33,6.67,1.282
2025-03-01 00:26:50,21.71,54.19,723.34,6.85,1.088
2025-03-01 00:26:55,23.38,40.01,588.71,6.59,1.911
2025-03-01 00:27:00,20.45,58.91,805.43,6.19,1.968
2025-03-01 00:27:05,22.39,49.8,380.48,6.64,0.728
2025-03-01 00:27:10,23.82,50.93,313.7,6.05,1.356
2025-03-01 00:27:15,22.77,54.66,202.07,7.44,1.647
2025-03-01 00:27:20,21.83,45.51,355.49,6.78,1.658
2025-03-01 00:27:25,24.73,41.88,237.66,6.93,0.64
2025-03-01 00:27:30,20.16,53.89,352.76,7.5,1.699
2025-03-01 00:27:35,24.98,56.7,905.55,7.66,1.813
2025-03-01 00:27:40,20.48,47.79,991.36,6.66,1.061
2025-03-01 00:27:45,22.62,50.29,843.1,6.28,0.878
2025-03-01 00:27:50,24.36,57.01,129.66,6.99,0.593
2025-03-01 00:27:55,23.24,55.8,299.64,6.42,0.941
2025-03-01 00:28:00,21.09,59.94,304.0,6.03,1.366
2025-03-01 00:28:05,21.44,51.13,930.26,7.7,0.551
2025-03-01 00:28:10,23.47,47.59,123.43,7.58,0.636
2025-03-01 00:28:15,21.22,57.26,247.56,6.15,1.627
2025-03-01 00:28:20,20.71,49.65,466.03,7.88,1.935
2025-03-01 00:28:25,22.41,57.76,974.93,6.82,1.097
2025-03-01 00:28:30,21.34,58.54,778.24,6.92,0.578
2025-03-01 00:28:35,20.13,51.4,766.88,6.43,0.886
2025-03-01 00:28:40,22.1,59.07,438.6,7.86,1.671
2025-03-01 00:28:45,21.42,57.84,269.49,7.96,0.754
2025-03-01 00:28:50,21.89,51.2,462.62,6.34,0.76
2025-03-01 00:28:55,22.76,46.67,395.39,7.45,0.639
2025-03-01 00:29:00,20.06,52.91,546.71,7.23,1.963
2025-03-01 00:29:05,21.98,53.18,247.49,6.1,0.627
2025-03-01 00:29:10,23.92,44.11,628.11,6.99,0.824
2025-03-01 00:29:15,24.08,56.57,214.43,6.12,1.379
2025-03-01 00:29:20,21.02,52.13,516.3,6.73,1.53
2025-03-01 00:29:25,23.3,49.39,208.65,6.72,1.06
2025-03-01 00:29:30,21.92,42.04,530.86,6.59,1.332
2025-03-01 00:29:35,20.53,51.97,793.1,6.49,1.094
2025-03-01 00:29:40,20.9,53.99,504.89,7.21,0.812
2025-03-01 00:29:45,21.75,43.26,118.92,7.6,1.516
2025-03-01 00:29:50,21.34,42.68,919.21,7.57,1.172
2025-03-01 00:29:55,24.2,51.05,817.07,7.19,1.994
2025-03-01 00:30:00,21.52,49.08,573.2,6.57,0.626
2025-03-01 00:30:05,20.15,51.78,404.61,7.7,1.411
2025-03-01 00:30:10,23.32,57.44,759.59,6.68,1.389
2025-03-01 00:30:15,21.18,40.97,972.87,7.03,0.941
2025-03-01 00:30:20,22.58,52.96,607.71,6.48,0.745
2025-03-01 00:30:25,21.17,48.46,561.51,7.95,1.979
2025-03-01 00:30:30,21.08,47.06,472.7,6.01,1.004
2025-03-01 00:30:35,24.1,43.2,730.78,7.43,1.677
2025-03-01 00:30:40,23.35,55.89,376.26,6.75,1.979
2025-03-01 00:30:45,23.78,49.26,521.12,6.62,1.257
2025-03-01 00:30:50,20.83,42.73,427.3,7.69,1.717
2025-03-01 00:30:55,22.25,41.61,330.2,6.92,0.859
2025-03-01 00:31:00,21.28,50.64,783.18,6.74,1.147
2025-03-01 00:31:05,21.59,51.09,679.51,7.24,1.224
2025-03-01 00:31:10,20.05,53.43,265.74,6.31,1.842
2025-03-01 00:31:15,20.47,44.76,482.16,7.61,0.822
2025-03-01 00:31:20,20.61,44.72,506.65,6.91,0.776
2025-03-01 00:31:25,24.49,51.13,980.01,6.89,1.43
2025-03-01 00:31:30,21.53,54.37,766.6,6.75,1.385
2025-03-01 00:31:35,21.58,44.07,588.59,7.91,1.947
2025-03-01 00:31:40,20.02,54.8,933.06,6.38,1.058
2025-03-01 00:31:45,21.41,59.49,916.45,6.27,1.934
2025-03-01 00:31:50,21.27,45.79,271.46,7.05,1.702
2025-03-01 00:31:55,20.05,55.7,430.1,7.26,1.135
2025-03-01 00:32:00,24.14,53.29,518.46,6.55,1.403
2025-03-01 00:32:05,24.15,51.32,532.25,6.16,0.934
2025-03-01 00:32:10,22.14,40.0,282.15,7.87,1.515
2025-03-01 00:32:15,21.37,50.35,625.87,6.67,1.011
2025-03-01 00:32:20,21.75,45.67,544.21,7.44,1.655
2025-03-01 00:32:25,20.59,51.07,324.54,6.27,1.769
2025-03-01 00:32:30,24.95,48.46,813.97,6.4,1.387
2025-03-01 00:32:35,24.42,45.53,603.5,7.4,0.94
2025-03-01 00:32:40,23.52,59.18,442.17,6.46,1.515
2025-03-01 00:32:45,20.04,50.53,121.01,7.24,0.554
2025-03-01 00:32:50,24.49,49.71,668.74,6.18,1.226
2025-03-01 00:32:55,21.75,48.29,301.21,6.1,1.492
2025-03-01 00:33:00,21.5,42.84,429.2,6.4,0.936
2025-03-01 00:33:05,21.49,46.31,725.37,6.99,1.231
2025-03-01 00:33:10,23.5,45.18,903.51,7.8,0.613
2025-03-01 00:33:15,20.18,40.88,378.94,7.5,1.222
2025-03-01 00:33:20,20.11,47.07,355.52,6.67,1.296
2025-03-01 00:33:25,20.4,41.07,556.23,6.42,1.073
2025-03-01 00:33:30,22.86,54.35,366.87,7.72,1.859
2025-03-01 00:33:35,23.49,45.0,506.37,6.84,0.696
2025-03-01 00:33:40,20.03,52.08,344.26,6.18,0.765
2025-03-01 00:33:45,24.94,42.75,183.96,6.92,1.548
2025-03-01 00:33:50,23.28,41.01,681.97,7.46,1.362
2025-03-01 00:33:55,21.0,50.36,283.64,7.78,0.575
2025-03-01 00:34:00,23.4,47.19,298.38,7.78,0.82
2025-03-01 00:34:05,22.01,45.98,317.35,6.96,1.9
2025-03-01 00:34:10,21.55,46.59,181.4,6.7,1.843
2025-03-01 00:34:15,23.03,49.5,292.53,6.09,0.599
2025-03-01 00:34:20,23.94,55.33,268.08,6.13,0.5
2025-03-01 00:34:25,22.7,58.38,227.04,7.75,1.261
2025-03-01 00:34:30,20.99,53.81,446.91,7.9,1.053
2025-03-01 00:34:35,23.54,52.3,616.85,6.87,1.056
2025-03-01 00:34:40,24.37,48.96,223.43,7.62,1.351
2025-03-01 00:34:45,20.16,47.46,883.72,7.1,1.975
2025-03-01 00:34:50,20.18,50.42,641.64,7.94,1.807
2025-03-01 00:34:55,21.23,59.21,593.62,7.11,1.979
2025-03-01 00:35:00,23.18,41.51,836.99,7.81,1.114
2025-03-01 00:35:05,21.27,48.5,373.82,6.44,0.821
