timestamp,temperature,humidity,light,pH,electrical_conductivity
2025-03-04 00:04:45,21.59,55.73,619.82,7.36,0.707
2025-03-04 00:04:50,24.49,51.95,268.3,6.81,1.432
2025-03-04 00:04:55,21.28,41.98,263.7,6.49,0.881
2025-03-04 00:05:00,24.9,58.28,877.1,7.41,0.724
2025-03-04 00:05:05,24.64,58.52,554.15,7.61,0.846
2025-03-04 00:05:10,20.31,57.42,192.72,6.59,0.689
2025-03-04 00:05:15,23.57,50.31,839.93,7.33,1.899
2025-03-04 00:05:20,21.35,53.61,988.43,6.97,1.003
2025-03-04 00:05:25,22.19,42.43,432.3,7.05,1.487
2025-03-04 00:05:30,21.58,48.23,595.82,7.23,1.44
2025-03-04 00:05:35,20.41,52.55,637.35,6.62,1.289
2025-03-04 00:05:40,24.72,46.84,519.15,6.98,0.989
2025-03-04 00:05:45,20.14,57.3,589.72,6.27,0.742
2025-03-04 00:05:50,24.72,45.28,607.68,7.06,0.999
2025-03-04 00:05:55,22.2,41.05,277.35,6.37,0.965
2025-03-04 00:06:00,22.31,59.0,355.47,7.5,0.684
2025-03-04 00:06:05,22.8,47.82,311.5,7.49,0.729
2025-03-04 00:06:10,21.47,50.06,459.05,6.69,1.466
2025-03-04 00:06:15,20.62,54.43,590.11,6.84,0.851
2025-03-04 00:06:20,22.66,43.01,280.71,6.76,0.851
2025-03-04 00:06:25,22.96,40.64,143.92,7.71,1.583
2025-03-04 00:06:30,23.35,58.81,934.07,7.45,1.391
2025-03-04 00:06:35,20.5,53.67,460.84,7.45,1.647
2025-03-04 00:06:40,21.53,40.39,633.24,7.36,0.988
2025-03-04 00:06:45,23.45,47.31,943.3,7.53,1.521
2025-03-04 00:06:50,20.06,51.84,122.11,7.83,1.9
2025-03-04 00:06:55,21.33,56.86,488.32,6.81,1.679
2025-03-04 00:07:00,24.7,53.86,578.25,6.07,0.505
2025-03-04 00:07:05,21.45,58.35,734.16,6.17,1.764
2025-03-04 00:07:10,23.43,45.28,657.39,6.73,1.014
2025-03-04 00:07:15,20.16,40.35,368.18,7.94,1.537
2025-03-04 00:07:20,23.06,56.43,605.02,6.2,0.557
2025-03-04 00:07:25,21.13,49.37,238.48,6.8,1.245
2025-03-04 00:07:30,22.57,45.63,451.11,6.92,0.777
2025-03-04 00:07:35,24.72,51.36,579.55,7.73,0.79
2025-03-04 00:07:40,23.99,54.55,613.58,7.51,1.994
2025-03-04 00:07:45,22.64,55.02,744.81,6.55,1.297
2025-03-04 00:07:50,22.7,47.45,908.31,7.41,0.999
2025-03-04 00:07:55,21.26,45.46,962.33,7.6,1.481
2025-03-04 00:08:00,22.41,45.33,831.14,7.89,0.98
2025-03-04 00:08:05,24.33,50.95,769.75,6.19,1.485
2025-03-04 00:08:10,24.17,44.12,377.44,7.22,1.601
2025-03-04 00:08:15,24.24,49.99,743.52,7.1,1.389
2025-03-04 00:08:20,23.47,48.81,247.54,7.83,1.579
2025-03-04 00:08:25,22.73,46.85,380.77,6.55,1.977
2025-03-04 00:08:30,24.44,59.68,133.89,7.33,0.839
2025-03-04 00:08:35,24.33,47.22,102.97,7.42,1.206
2025-03-04 00:08:40,23.81,46.85,406.05,6.63,0.513
2025-03-04 00:08:45,21.3,45.96,497.85,7.58,1.303
2025-03-04 00:08:50,22.88,46.72,434.22,6.22,0.776
2025-03-04 00:08:55,23.56,47.24,853.33,6.89,1.231
2025-03-04 00:09:00,22.79,42.84,705.54,7.81,1.166
2025-03-04 00:09:05,23.37,48.72,655.39,7.4,0.698
2025-03-04 00:09:10,22.58,57.18,553.58,7.2,1.28
2025-03-04 00:09:15,21.92,45.58,322.62,6.19,1.716
2025-03-04 00:09:20,24.79,52.2,566.13,6.78,1.966
2025-03-04 00:09:25,21.42,51.92,124.25,6.68,1.051
2025-03-04 00:09:30,21.43,54.36,809.42,7.52,1.714
2025-03-04 00:09:35,24.39,56.6,401.96,7.51,1.98
2025-03-04 00:09:40,22.18,53.73,572.84,7.7,1.964
2025-03-04 00:09:45,23.75,57.93,408.91,7.11,0.922
2025-03-04 00:09:50,20.52,46.28,985.26,6.23,1.907
2025-03-04 00:09:55,21.25,54.07,381.79,6.6,0.724
2025-03-04 00:10:00,22.12,54.73,359.83,7.3,0.598
2025-03-04 00:10:05,21.88,47.11,686.43,7.83,1.155
2025-03-04 00:10:10,21.26,54.7,569.11,6.43,1.227
2025-03-04 00:10:15,24.11,50.8,408.77,7.64,1.721
2025-03-04 00:10:20,20.11,49.03,607.32,7.04,0.995
2025-03-04 00:10:25,23.74,46.36,806.79,6.64,1.059
2025-03-04 00:10:30,24.93,48.14,697.67,7.44,1.992
2025-03-04 00:10:35,23.16,49.07,496.68,7.25,0.506
2025-03-04 00:10:40,21.85,46.3,478.11,6.99,1.241
2025-03-04 00:10:45,23.24,54.05,668.09,7.62,1.223
2025-03-04 00:10:50,21.77,40.26,611.22,7.37,0.884
2025-03-04 00:10:55,23.11,58.71,372.97,6.32,1.244
2025-03-04 00:11:00,21.15,59.53,632.38,7.45,0.743
2025-03-04 00:11:05,20.16,48.89,319.46,6.1,0.597
2025-03-04 00:11:10,20.46,52.83,854.73,7.38,1.448
2025-03-04 00:11:15,21.82,47.54,699.45,6.81,0.692
2025-03-04 00:11:20,21.63,51.82,569.87,7.41,1.793
2025-03-04 00:11:25,23.35,42.31,340.41,7.96,0.756
2025-03-04 00:11:30,20.34,40.96,912.54,7.13,1.74
2025-03-04 00:11:35,21.67,55.44,535.28,6.34,1.533
2025-03-04 00:11:40,22.42,44.76,753.62,6.46,1.071
2025-03-04 00:11:45,22.34,40.29,937.78,6.18,1.329
2025-03-04 00:11:50,22.04,56.83,221.28,6.49,1.632
2025-03-04 00:11:55,20.17,58.1,303.27,7.23,1.635
2025-03-04 00:12:00,20.97,56.3,230.71,7.81,0.879
2025-03-04 00:12:05,21.67,55.4,883.83,6.33,1.899
2025-03-04 00:12:10,23.01,48.11,810.11,7.84,0.938
2025-03-04 00:12:15,20.21,56.09,978.8,6.87,1.305
2025-03-04 00:12:20,20.7,56.8,709.62,6.73,1.982
2025-03-04 00:12:25,20.39,48.37,500.72,7.89,1.774
2025-03-04 00:12:30,23.41,48.02,472.99,6.47,0.632
2025-03-04 00:12:35,20.39,53.96,338.37,6.77,1.355
2025-03-04 00:12:40,24.91,59.78,646.38,6.13,1.902
2025-03-04 00:12:45,24.3,51.63,978.55,6.59,0.991
2025-03-04 00:12:50,24.4,58.47,440.62,6.18,0.601
2025-03-04 00:12:55,20.89,45.82,444.42,7.54,1.26
2025-03-04 00:13:00,22.97,46.3,437.53,7.44,1.896
2025-03-04 00:13:05,20.74,60.0,473.34,6.12,1.847
2025-03-04 00:13:10,23.81,53.65,693.67,7.01,1.903
2025-03-04 00:13:15,22.17,54.46,209.48,6.43,1.032
2025-03-04 00:13:20,24.91,48.66,563.27,6.36,0.555
2025-03-04 00:13:25,24.81,59.81,738.37,6.26,0.834
2025-03-04 00:13:30,21.87,59.66,855.77,7.79,0.556
2025-03-04 00:13:35,24.86,46.29,249.16,6.94,1.557
2025-03-04 00:13:40,21.17,56.52,844.57,7.43,0.61
2025-03-04 00:13:45,24.96,40.45,219.03,6.82,1.046
2025-03-04 00:13:50,23.98,51.48,504.19,7.43,1.643
2025-03-04 00:13:55,22.83,55.85,102.37,6.84,1.235
2025-03-04 00:14:00,22.37,46.71,951.31,6.45,0.64
2025-03-04 00:14:05,24.7,50.34,815.02,6.25,1.237
2025-03-04 00:14:10,20.51,53.26,312.5,6.89,1.057
2025-03-04 00:14:15,21.74,45.23,314.56,7.04,1.742
2025-03-04 00:14:20,21.91,44.5,266.92,6.24,1.507
2025-03-04 00:14:25,20.02,46.84,265.69,6.94,1.083
2025-03-04 00:14:30,23.43,49.28,352.59,6.43,0.745
2025-03-04 00:14:35,20.07,53.21,821.21,6.76,1.917
2025-03-04 00:14:40,21.7,47.35,780.77,6.62,1.51
2025-03-04 00:14:45,21.89,46.23,289.56,6.28,1.308
2025-03-04 00:14:50,22.29,59.62,464.26,6.91,1.615
2025-03-04 00:14:55,22.22,56.89,745.79,7.18,1.979
2025-03-04 00:15:00,22.33,54.44,772.11,6.85,0.608
2025-03-04 00:15:05,24.61,41.99,578.13,6.19,0.962
2025-03-04 00:15:10,22.34,42.45,163.89,6.69,1.208
2025-03-04 00:15:15,24.23,49.01,326.58,6.68,1.634
2025-03-04 00:15:20,20.33,53.29,260.83,6.32,1.932
2025-03-04 00:15:25,22.45,55.14,709.56,7.6,0.527
2025-03-04 00:15:30,24.16,51.8,278.5,6.28,1.517
2025-03-04 00:15:35,24.44,56.55,309.54,6.49,1.712
2025-03-04 00:15:40,20.85,52.23,943.75,6.84,1.625
2025-03-04 00:15:45,20.08,43.93,341.24,6.24,0.514
2025-03-04 00:15:50,22.61,51.49,653.31,6.62,0.523
2025-03-04 00:15:55,24.99,40.61,476.84,7.74,0.64
2025-03-04 00:16:00,22.32,45.13,802.73,7.3,0.936
2025-03-04 00:16:05,21.13,52.18,630.19,7.78,1.788
2025-03-04 00:16:10,20.5,47.44,858.09,6.59,0.98
2025-03-04 00:16:15,22.95,50.98,702.26,7.45,1.369
2025-03-04 00:16:20,22.84,57.51,744.83,6.39,0.613
2025-03-04 00:16:25,21.4,40.53,949.78,7.21,0.56
2025-03-04 00:16:30,21.78,51.71,930.2,6.66,1.586
2025-03-04 00:16:35,23.36,44.9,108.25,6.66,1.385
2025-03-04 00:16:40,24.47,56.94,368.45,6.37,1.862
2025-03-04 00:16:45,20.77,59.87,605.28,6.22,0.918
2025-03-04 00:16:50,20.12,55.42,959.64,6.51,0.664
2025-03-04 00:16:55,22.57,40.77,132.21,7.62,1.964
2025-03-04 00:17:00,21.48,56.33,238.96,6.6,1.346
2025-03-04 00:17:05,21.48,50.06,638.5,7.38,1.384
2025-03-04 00:17:10,24.66,46.09,707.33,7.38,1.645
2025-03-04 00:17:15,23.4,51.45,329.19,7.87,0.507
2025-03-04 00:17:20,21.36,45.95,688.2,6.94,0.837
2025-03-04 00:17:25,20.75,53.84,444.64,6.03,0.754
2025-03-04 00:17:30,22.34,49.86,579.29,6.86,0.607
2025-03-04 00:17:35,20.13,56.42,107.36,7.99,0.599
2025-03-04 00:17:40,22.35,55.85,755.07,6.35,1.682
2025-03-04 00:17:45,23.09,51.45,752.73,7.44,0.621
2025-03-04 00:17:50,22.68,52.98,859.93,7.2,0.827
2025-03-04 00:17:55,20.62,49.36,791.17,6.43,0.826
2025-03-04 00:18:00,22.03,55.15,854.25,6.93,1.727
2025-03-04 00:18:05,24.49,45.28,791.65,6.01,1.182
2025-03-04 00:18:10,23.74,58.08,983.66,7.54,0.759
2025-03-04 00:18:15,21.01,47.22,401.54,7.86,1.581
2025-03-04 00:18:20,21.99,59.72,794.19,6.19,1.678
2025-03-04 00:18:25,22.51,52.25,124.47,7.74,0.547
2025-03-04 00:18:30,21.9,58.98,698.45,7.72,0.833
2025-03-04 00:18:35,21.21,48.49,383.25,7.39,1.878
2025-03-04 00:18:40,22.95,50.65,234.05,7.06,0.705
2025-03-04 00:18:45,22.29,54.25,375.85,7.01,1.657
2025-03-04 00:18:50,21.96,55.47,990.43,7.83,1.861
2025-03-04 00:18:55,24.89,48.7,110.07,6.31,0.904
2025-03-04 00:19:00,23.91,55.06,786.3,7.44,0.576
2025-03-04 00:19:05,20.75,40.04,953.08,7.4,0.508
2025-03-04 00:19:10,20.0,47.74,841.72,7.02,0.892
2025-03-04 00:19:15,21.79,58.37,694.52,7.87,0.567
2025-03-04 00:19:20,22.94,52.86,255.33,6.41,1.221
2025-03-04 00:19:25,21.59,50.73,431.03,7.48,1.121
2025-03-04 00:19:30,25.0,41.52,877.18,6.56,0.811
2025-03-04 00:19:35,24.11,48.39,530.52,7.09,1.647
2025-03-04 00:19:40,24.41,40.69,891.34,6.45,1.537
2025-03-04 00:19:45,20.59,42.78,847.37,6.27,0.856
2025-03-04 00:19:50,23.95,46.32,825.05,6.55,0.944
2025-03-04 00:19:55,24.05,45.04,463.89,6.48,1.426
2025-03-04 00:20:00,21.39,48.92,356.44,6.45,0.983
2025-03-04 00:20:05,21.93,50.73,626.54,7.36,1.98
2025-03-04 00:20:10,21.21,42.01,416.35,6.64,1.652
2025-03-04 00:20:15,20.45,59.33,278.05,7.24,0.924
2025-03-04 00:20:20,24.86,58.71,631.35,7.47,1.568
2025-03-04 00:20:25,20.93,50.85,492.28,6.79,0.511
2025-03-04 00:20:30,21.46,45.88,256.21,6.98,1.957
2025-03-04 00:20:35,20.15,53.02,597.56,6.51,1.057
2025-03-04 00:20:40,22.43,44.92,339.47,6.38,1.847
2025-03-04 00:20:45,20.7,59.1,742.68,7.71,1.334
2025-03-04 00:20:50,20.22,50.72,749.93,7.32,1.095
2025-03-04 00:20:55,22.89,41.33,569.11,7.76,1.181
2025-03-04 00:21:00,21.23,59.39,336.4,6.22,1.23
2025-03-04 00:21:05,21.97,45.05,355.71,6.15,1.971
2025-03-04 00:21:10,20.14,59.47,391.84,7.74,0.995
2025-03-04 00:21:15,21.48,54.99,301.18,6.8,0.811
2025-03-04 00:21:20,23.78,44.61,234.8,6.28,1.729
2025-03-04 00:21:25,21.79,50.0,875.71,6.64,0.813
2025-03-04 00:21:30,23.38,41.69,894.36,7.13,1.562
2025-03-04 00:21:35,24.95,47.49,738.95,6.52,1.002
2025-03-04 00:21:40,21.61,45.72,748.34,6.74,0.884
2025-03-04 00:21:45,23.78,55.45,291.46,6.57,0.808
2025-03-04 00:21:50,22.19,58.36,505.31,6.17,1.464
2025-03-04 00:21:55,20.18,56.01,492.52,7.71,1.071
2025-03-04 00:22:00,24.01,50.32,463.36,7.28,0.589
2025-03-04 00:22:05,20.97,56.19,848.73,7.54,0.937
2025-03-04 00:22:10,22.48,59.03,117.02,7.14,1.061
2025-03-04 00:22:15,24.09,58.21,506.45,7.61,0.565
2025-03-04 00:22:20,24.01,58.21,936.27,7.43,1.352
2025-03-04 00:22:25,20.29,43.32,636.0,7.24,1.206
2025-03-04 00:22:30,20.8,45.83,189.74,6.67,0.974
2025-03-04 00:22:35,20.45,52.64,131.7,6.21,1.958
2025-03-04 00:22:40,24.29,50.59,433.88,6.79,0.601
2025-03-04 00:22:45,22.27,46.06,875.45,7.85,1.092
2025-03-04 00:22:50,20.46,57.39,431.53,7.16,1.84
2025-03-04 00:22:55,22.33,54.77,964.46,7.52,1.097
2025-03-04 00:23:00,21.45,50.33,530.7,7.25,0.838
2025-03-04 00:23:05,24.27,49.54,930.21,6.29,1.611
2025-03-04 00:23:10,20.06,42.23,965.52,7.33,0.572
2025-03-04 00:23:15,24.45,49.73,677.83,7.6,1.563
2025-03-04 00:23:20,22.3,55.95,780.19,7.63,1.473
2025-03-04 00:23:25,24.65,51.83,878.33,7.06,1.861
2025-03-04 00:23:30,24.39,53.43,107.52,6.23,1.489
2025-03-04 00:23:35,21.71,40.36,776.27,6.15,1.149
2025-03-04 00:23:40,24.58,45.83,405.4,6.29,1.757
2025-03-04 00:23:45,22.01,41.91,558.21,6.07,1.506
2025-03-04 00:23:50,22.78,52.55,937.76,6.53,1.167
2025-03-04 00:23:55,23.99,58.29,892.29,6.43,1.494
2025-03-04 00:24:00,22.09,50.51,758.57,6.29,0.931
2025-03-04 00:24:05,20.39,43.82,724.11,7.52,0.831
2025-03-04 00:24:10,20.59,53.17,667.15,6.4,1.923
2025-03-04 00:24:15,24.84,40.75,258.21,6.95,1.555
2025-03-04 00:24:20,21.16,45.3,170.92,7.23,1.394
2025-03-04 00:24:25,24.48,52.49,378.25,7.19,1.605
2025-03-04 00:24:30,22.6,54.31,556.85,7.39,0.615
2025-03-04 00:24:35,22.93,55.84,209.49,6.06,1.928
2025-03-04 00:24:40,24.86,48.43,425.83,7.5,1.36
2025-03-04 00:24:45,22.4,40.86,236.51,6.76,1.366
2025-03-04 00:24:50,24.68,42.3,876.57,6.99,1.748
2025-03-04 00:24:55,20.45,45.52,906.24,6.57,1.528
2025-03-04 00:25:00,24.24,43.65,387.22,7.29,0.816
2025-03-04 00:25:05,20.82,40.48,306.23,6.39,1.99
2025-03-04 00:25:10,23.26,44.73,630.44,7.22,1.469
2025-03-04 00:25:15,22.54,49.45,692.51,7.81,1.229
2025-03-04 00:25:20,24.29,54.34,123.24,7.33,1.003
2025-03-04 00:25:25,21.55,43.69,955.03,7.37,0.881
2025-03-04 00:25:30,22.8,58.24,569.65,7.9,1.426
2025-03-04 00:25:35,21.51,54.73,443.3,7.02,0.675
2025-03-04 00:25:40,22.65,45.57,838.21,6.66,0.933
2025-03-04 00:25:45,21.31,44.85,464.78,6.74,1.191
2025-03-04 00:25:50,24.44,54.66,940.91,6.74,1.735
2025-03-04 00:25:55,22.27,57.68,202.59,6.47,1.676
2025-03-04 00:26:00,21.62,42.5,700.89,6.89,1.194
2025-03-04 00:26:05,24.61,52.34,411.33,7.28,1.006
2025-03-04 00:26:10,23.81,48.06,690.26,6.55,1.374
2025-03-04 00:26:15,21.17,59.68,413.31,6.05,1.803
2025-03-04 00:26:20,24.6,48.26,822.37,7.97,1.775
2025-03-04 00:26:25,24.92,42.27,766.57,7.01,0.619
2025-03-04 00:26:30,24.88,55.96,630.14,6.05,1.566
2025-03-04 00:26:35,22.24,47.37,719.57,6.42,1.534
2025-03-04 00:26:40,23.82,48.78,472.46,7.83,0.602
2025-03-04 00:26:45,24.85,59.19,437.74,7.77,1.304
2025-03-04 00:26:50,24.12,47.96,778.87,7.5,1.129
2025-03-04 00:26:55,24.9,58.04,203.4,6.71,1.85
2025-03-04 00:27:00,20.86,56.24,517.14,7.95,1.21
2025-03-04 00:27:05,21.02,40.16,614.73,7.72,1.516
2025-03-04 00:27:10,21.23,57.47,982.65,6.49,1.298
2025-03-04 00:27:15,23.35,44.71,229.54,6.02,1.625
2025-03-04 00:27:20,22.63,54.24,225.81,7.11,0.831
2025-03-04 00:27:25,22.71,53.57,421.84,6.76,1.72
2025-03-04 00:27:30,24.85,53.41,863.72,6.11,1.166
2025-03-04 00:27:35,23.72,44.7,359.23,7.46,1.659
2025-03-04 00:27:40,22.77,52.22,993.71,6.8,0.942
2025-03-04 00:27:45,23.46,54.3,282.83,7.98,1.153
2025-03-04 00:27:50,23.51,55.7,592.63,7.86,1.739
2025-03-04 00:27:55,24.58,47.17,651.68,6.74,1.171
2025-03-04 00:28:00,22.73,52.57,277.08,6.01,1.9
2025-03-04 00:28:05,22.75,46.81,341.84,6.24,0.942
2025-03-04 00:28:10,22.26,52.01,695.23,7.82,1.866
2025-03-04 00:28:15,22.81,53.29,863.79,7.9,1.638
2025-03-04 00:28:20,23.35,59.09,936.84,7.16,1.608
2025-03-04 00:28:25,22.75,45.12,804.04,7.91,1.961
2025-03-04 00:28:30,24.92,53.82,485.24,6.8,0.971
2025-03-04 00:28:35,24.17,58.65,727.09,6.13,1.942
2025-03-04 00:28:40,21.64,49.45,622.74,6.85,1.643
2025-03-04 00:28:45,23.67,57.24,198.68,7.18,0.894
2025-03-04 00:28:50,20.49,56.56,237.81,7.64,1.369
2025-03-04 00:28:55,23.37,52.0,360.62,7.72,0.621
2025-03-04 00:29:00,24.73,42.15,555.26,7.25,1.608
2025-03-04 00:29:05,21.44,41.02,748.02,7.78,0.522
2025-03-04 00:29:10,24.32,57.72,468.55,6.22,1.041
2025-03-04 00:29:15,21.24,49.49,859.07,7.74,1.626
2025-03-04 00:29:20,21.3,41.85,703.7,7.1,1.182
2025-03-04 00:29:25,21.04,44.34,247.16,6.08,1.965
2025-03-04 00:29:30,24.7,56.91,675.32,6.53,0.873
2025-03-04 00:29:35,24.03,50.17,456.42,6.09,1.65
2025-03-04 00:29:40,24.75,56.0,827.55,7.24,0.686
2025-03-04 00:29:45,20.99,50.03,378.03,6.96,1.406
2025-03-04 00:29:50,24.11,40.92,391.02,6.39,1.236
2025-03-04 00:29:55,20.67,48.19,543.91,6.07,1.767
2025-03-04 00:30:00,24.66,48.15,680.91,6.97,1.578
2025-03-04 00:30:05,21.66,52.17,482.43,6.14,1.594
2025-03-04 00:30:10,22.66,45.76,282.69,6.6,1.573
2025-03-04 00:30:15,24.1,41.31,238.15,7.72,1.006
2025-03-04 00:30:20,21.77,49.52,178.11,7.79,1.064
2025-03-04 00:30:25,22.46,41.38,955.13,6.4,1.053
2025-03-04 00:30:30,22.02,57.35,371.15,7.52,1.298
2025-03-04 00:30:35,24.41,56.17,784.28,7.2,1.861
2025-03-04 00:30:40,21.99,52.66,318.57,6.86,0.58
2025-03-04 00:30:45,22.21,44.75,960.11,6.06,1.925
2025-03-04 00:30:50,22.33,58.48,170.63,6.01,1.34
2025-03-04 00:30:55,22.93,54.34,976.04,7.42,1.512
2025-03-04 00:31:00,24.44,44.42,253.38,6.74,1.149
2025-03-04 00:31:05,21.24,41.24,979.94,6.66,1.039
2025-03-04 00:31:10,22.56,46.97,331.33,7.54,0.858
2025-03-04 00:31:15,24.88,46.32,140.15,6.04,1.786
2025-03-04 00:31:20,20.72,59.87,228.9,6.2,0.851
2025-03-04 00:31:25,23.31,48.47,789.75,7.75,1.018
2025-03-04 00:31:30,24.57,44.46,601.64,6.69,0.961
2025-03-04 00:31:35,22.22,46.46,715.19,6.05,1.75
2025-03-04 00:31:40,22.41,47.52,728.22,6.54,1.274
2025-03-04 00:31:45,20.56,44.64,824.09,6.83,1.356
2025-03-04 00:31:50,20.14,47.81,325.43,7.24,1.384
2025-03-04 00:31:55,23.04,40.9,222.34,6.78,1.154
2025-03-04 00:32:00,22.86,57.02,555.74,7.26,1.882
2025-03-04 00:32:05,24.72,40.23,930.34,7.76,1.837
2025-03-04 00:32:10,23.53,52.32,471.16,6.14,1.161
2025-03-04 00:32:15,20.63,58.87,800.28,7.72,1.47
2025-03-04 00:32:20,23.27,49.99,715.15,7.86,1.435
2025-03-04 00:32:25,22.87,57.76,181.2,7.69,0.869
2025-03-04 00:32:30,23.62,59.67,880.72,6.67,1.208
2025-03-04 00:32:35,21.81,40.61,506.06,6.49,0.622
2025-03-04 00:32:40,23.1,56.57,449.85,6.13,1.108
2025-03-04 00:32:45,22.46,49.76,576.19,6.75,1.362
2025-03-04 00:32:50,22.1,56.7,202.85,6.28,1.917
2025-03-04 00:32:55,24.81,51.11,778.51,6.47,0.539
2025-03-04 00:33:00,21.19,50.79,605.05,7.03,1.867
2025-03-04 00:33:05,20.53,57.75,324.8,7.97,1.951
2025-03-04 00:33:10,23.97,46.23,975.18,6.03,1.866
2025-03-04 00:33:15,20.09,40.38,440.66,6.27,0.809
2025-03-04 00:33:20,22.36,44.08,156.3,6.61,1.444
2025-03-04 00:33:25,20.53,53.71,201.79,7.69,1.546
2025-03-04 00:33:30,23.96,45.7,166.92,6.48,1.292
2025-03-04 00:33:35,21.91,40.32,241.4,7.54,0.517
2025-03-04 00:33:40,23.01,55.61,852.12,6.82,1.173
2025-03-04 00:33:45,24.84,56.29,166.69,7.43,1.852
2025-03-04 00:33:50,21.04,53.98,309.98,7.87,1.276
2025-03-04 00:33:55,22.36,44.35,702.46,6.11,1.17
2025-03-04 00:34:00,21.25,55.25,571.87,6.52,0.602
2025-03-04 00:34:05,20.25,55.94,166.77,6.63,1.397
2025-03-04 00:34:10,20.93,48.76,726.96,7.71,1.23
2025-03-04 00:34:15,22.54,48.41,765.24,6.93,1.477
2025-03-04 00:34:20,24.11,41.75,928.99,7.17,1.215
2025-03-04 00:34:25,22.2,59.54,628.16,7.97,1.528
2025-03-04 00:34:30,21.51,53.52,809.85,6.27,0.632
2025-03-04 00:34:35,20.7,52.16,595.58,7.32,1.86
2025-03-04 00:34:40,21.86,54.98,930.03,7.89,1.689
2025-03-04 00:34:45,20.08,44.08,204.87,7.78,1.53
2025-03-04 00:34:50,20.55,49.03,530.0,7.97,1.149
2025-03-04 00:34:55,21.55,59.48,928.38,7.43,0.897
2025-03-04 00:35:00,24.11,41.96,350.49,7.63,1.695
2025-03-04 00:35:05,24.15,43.69,682.37,7.5,1.877
